tt0312004;the_curse_of_the_were_rabbit;2005;7.5;7;Animation;Comedy;Family
tt0468569;the_dark_knight;2008;9;9;Action;Adventure;Crime
tt1345836;the_dark_knight_rises;2012;8.5;10;Action;Adventure;Sci-Fi
tt0408777;the_edukators;2004;7.5;8;Comedy;Crime;Drama
tt0070047;the_exorcist;1973;8;8;Horror
tt0460791;the_fall;2006;7.9;8;Adventure;Comedy;Drama
tt0232500;the_fast_and_the_furious;2001;6.7;7;Action;Crime;Thriller
tt0089218;the_goonies;1985;7.8;8;Adventure;Comedy;Family
tt0061722;the_graduate;1967;8;9;Comedy;Drama;Romance
tt0120689;the_green_mile;1999;8.5;9;Crime;Drama;Fantasy
tt1119646;the_hangover;2009;7.8;8;Comedy
tt1392170;the_hunger_games;2012;7.2;7;Adventure;Drama;Sci-Fi
tt1951264;the_hunger_games_catching_fire;2013;7.6;8;Adventure;Sci-Fi;Thriller
tt0443543;the_illusionist;2006;7.6;8;Drama;Mystery;Romance
tt0317705;the_incredibles;2004;8;7;Animation;Action;Adventure
tt2234155;the_internship;2013;6.3;7;Comedy
tt1675434;the_intouchables;2011;8.6;9;Biography;Comedy;Drama
tt0399201;the_island;2005;6.9;7;Action;Adventure;Romance
tt0938283;the_last_airbender;2010;4.2;2;Action;Adventure;Family
tt0455590;the_last_king_of_scotland;2006;7.7;8;Biography;Drama;History
tt0462396;the_last_legion;2007;5.4;7;Action;Adventure;Fantasy
tt0325710;the_last_samurai;2003;7.7;8;Action;Drama;History
tt0110357;the_lion_king;1994;8.5;10;Animation;Adventure;Drama
tt0097757;the_little_mermaid;1989;7.6;7;Animation;Family;Fantasy
tt0110366;the_little_rascals;1994;6.3;7;Comedy;Family;Romance
tt0405094;the_lives_of_others;2006;8.5;10;Drama;Thriller
tt0120737;the_lord_of_the_rings_the_fellowship_of_the_ring;2001;8.8;10;Action;Adventure;Drama
tt0167260;the_lord_of_the_rings_the_return_of_the_king;2003;8.9;10;Action;Adventure;Drama
tt0167261;the_lord_of_the_rings_the_two_towers;2002;8.7;10;Action;Adventure;Drama
tt0380510;the_lovely_bones;2009;6.7;7;Drama;Fantasy
tt0756683;the_man_from_earth;2007;8;8;Drama;Sci-Fi
tt2027178;the_man_from_the_future;2011;7.1;9;Comedy;Fantasy;Sci-Fi
tt0133093;the_matrix;1999;8.7;10;Action;Sci-Fi
tt1790864;the_maze_runner;2014;6.8;6;Action;Mystery;Sci-Fi
tt0209163;the_mummy_returns;2001;6.3;6;Action;Adventure;Fantasy
tt0859163;the_mummy_tomb_of_the_dragon_emperor;2008;5.2;5;Action;Adventure;Fantasy
tt0088323;the_neverending_story;1984;7.4;8;Adventure;Drama;Family
tt0332280;the_notebook;2004;7.9;9;Drama;Romance
tt0117218;the_nutty_professor;1996;5.6;4;Comedy;Romance;Sci-Fi
tt0230600;the_others;2001;7.6;8;Fantasy;Horror;Thriller
tt0120783;the_parent_trap;1998;6.4;6;Adventure;Comedy;Drama
tt0253474;the_pianist;2002;8.5;10;Biography;Drama;War
tt0482571;the_prestige;2006;8.5;7;Drama;Mystery;Sci-Fi
tt0120794;the_prince_of_egypt;1998;7;7;Animation;Adventure;Biography
tt0093779;the_princess_bride;1987;8.1;6;Adventure;Comedy;Family
tt0454921;the_pursuit_of_happyness;2006;8;9;Biography;Drama
tt0298130;the_ring;2002;7.1;6;Horror;Mystery
tt1161864;the_rite;2011;6;7;Drama;Horror;Mystery
tt0111070;the_santa_clause;1994;6.4;6;Comedy;Drama;Family
tt0277296;the_scorpion_king;2002;5.5;5;Action;Adventure;Fantasy
tt3742378;the_second_mother;2015;7.9;8;Comedy;Drama
tt0462538;the_simpsons_movie;2007;7.4;8;Animation;Adventure;Comedy
tt0167404;the_sixth_sense;1999;8.1;8;Drama;Mystery;Thriller
tt0397101;the_skeleton_key;2005;6.5;6;Horror;Mystery;Thriller
tt1285016;the_social_network;2010;7.7;8;Biography;Drama
tt0963966;the_sorcerer_s_apprentice;2010;6.1;4;Action;Adventure;Family
tt0088247;the_terminator;1984;8;8;Action;Sci-Fi
tt2980516;the_theory_of_everything;2014;7.7;8;Biography;Drama;Romance
tt0268695;the_time_machine;2002;5.9;7;Sci-Fi;Adventure;Action
tt0120382;the_truman_show;1998;8.1;10;Drama
tt1063669;the_wave;2008;7.6;8;Drama;Thriller
tt1213663;the_world_s_end;2013;7;7;Action;Comedy;Sci-Fi
tt0412080;the_world_s_fastest_indian;2005;7.9;9;Biography;Drama;Sport
tt1964418;tomorrowland;2015;6.5;8;Action;Adventure;Family
tt1386703;total_recall;2012;6.3;6;Action;Adventure;Mystery
tt1399103;transformers_dark_of_the_moon;2011;6.3;5;Action;Adventure;Sci-Fi
tt1099212;twilight;2008;5.2;6;Drama;Fantasy;Romance
tt0105698;universal_soldier;1992;6;6;Action;Sci-Fi;Thriller
tt1049413;up;2009;8.3;8;Animation;Adventure;Comedy
tt0434409;v_for_vendetta;2005;8.2;10;Action;Drama;Thriller
tt0338526;van_helsing;2004;6;7;Action;Adventure;Fantasy
tt0910970;wall·e;2008;8.4;8;Animation;Adventure;Family
tt0407304;war_of_the_worlds;2005;6.5;4;Adventure;Sci-Fi;Thriller
tt0409459;watchmen;2009;7.6;9;Action;Adventure;Mystery
tt0381707;white_chicks;2004;5.4;7;Comedy;Crime
tt0067992;willy_wonka_&_the_chocolate_factory;1971;7.8;8;Family;Fantasy;Musical
tt0816711;world_war_z;2013;7;6;Action;Adventure;Horror
tt0458525;x_men_origins_wolverine;2009;6.7;7;Action;Adventure;Sci-Fi
tt1156398;zombieland;2009;7.7;8;Adventure;Comedy;Horror
tt2338151;pk;2014;8.2;0;0;0.00;0;0.00;Comedy;Drama;Romance
tt0245429;spirited_away;2001;8.6;1;0;0.50;1;8.00;Animation;Adventure;Family
